Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Ayden Golf and Country Club,https://www.aydengolf.com/,Ayden,NC,Country Club,tennis,Unclear,,,,,,sales@aydengolf.com,,,,,,,,aydengolf.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.aydengolf.com/ | https://www.aydengolf.com/aboutus/ | https://www.aydengolf.com/aboutus/coursephotos/ | https://www.aydengolf.com/aboutus/rates/ | https://www.aydengolf.com/aboutus/events/ | https://www.aydengolf.com/aboutus/memberships/ | https://www.aydengolf.com/facilities/,Playwright,https://aydengolf.com,https://www.aydengolf.com/,
BadmintonClubs,https://badmintonclubs.org/,,NC,College / University,badminton,Unclear,,,,,,,,,,,,,,badmintonclubs.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://badmintonclubs.org/ | https://badmintonclubs.org/about | https://badmintonclubs.org/contact,Playwright,https://badmintonclubs.org,https://badmintonclubs.org/,
Bald Head Island Club,https://www.bhiclub.net/,Southport,NC,Country Club,pickleball; tennis,Unclear,4,". The full amenities club includes golf, tennis, fitness, and dining for members only Our four courts are surfaced with Mondoten, a multi-layer rubberized system that optimizes shock absorpti",Jeff,Archer,Tennis Director,jarcher@bhiclub.net,,,,,,,,bhiclub.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program).",https://www.bhiclub.net/ | https://www.bhiclub.net/web/pages/membership | https://www.bhiclub.net/web/pages/contact-us | https://www.bhiclub.net/web/pages/membership-inquiry | https://www.bhiclub.net/web/pages/court-rules,Playwright,https://bhiclub.net,https://www.bhiclub.net/,
Barclay Downs Swim and Racquet Club |,https://bdswimclub.com/,Charlotte,NC,Racquet / Tennis Club,pickleball; tennis,Unclear,6,"relaxation where they can swim in the spacious pool, play tennis and pickleball on one of six courts, or enjoy a meal at the snack bar. Social events are offered for families throughout the",Strata,Management,Manager,,,strata@bdswimclub.com,strata.management@bdswimclub.com,stratamanagement@bdswimclub.com,smanagement@bdswimclub.com,s.management@bdswimclub.com,stratam@bdswimclub.com,bdswimclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://bdswimclub.com/ | https://bdswimclub.com/contact/ | https://bdswimclub.com/about/ | https://bdswimclub.com/tennis/ | https://bdswimclub.com/renovation-plans/,Playwright,https://bdswimclub.com,https://bdswimclub.com/,
Barracuda Volleyball Club,https://barracudavb.com/,,NC,Health Club,volleyball,Unclear,,,,,,,info@barracudavb.com,,,,,,,barracudavb.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://barracudavb.com/ | https://barracudavb.com/programs | https://barracudavb.com/contact,Playwright,https://barracudavb.com,https://barracudavb.com/,
Basketball Myworld,https://basketballmyworld.com/,Cary,NC,Unknown,basketball,Unclear,,,,,,,info@basketballmyworld.com,,,,,,,basketballmyworld.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://basketballmyworld.com/ | https://basketballmyworld.com/about-us/ | https://basketballmyworld.com/our-programs/ | https://basketballmyworld.com/contact-us/ | https://basketballmyworld.com/join-us-for-our-spring-program/,Playwright,https://basketballmyworld.com,https://basketballmyworld.com/,
Baywood Racquet Club,https://baywoodracquetclub.com/,Winterville,NC,Racquet / Tennis Club,tennis,Unclear,2,ey even planted pine trees that are still standing today. The club grew from the original two courts to the five courts we enjoy today. CLUB HISTORY Construction on the Baywood Clubhouse Beg,Kevin,Brandalik,Director of Tennis,kevin@baywoodracquetclub.com,office@baywoodracquetclub.com,,,,,,,baywoodracquetclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program).",https://baywoodracquetclub.com/ | https://baywoodracquetclub.com/contact-us/ | https://baywoodracquetclub.com/membership/ | https://baywoodracquetclub.com/programs/ | https://baywoodracquetclub.com/about-baywood-racquet-club/,Playwright,https://baywoodracquetclub.com,https://baywoodracquetclub.com/,
Beau Coast NC,https://www.beaucoastnc.com/,Cary,NC,Country Club,pickleball,Unclear,,,,,,,,,,,,,,beaucoastnc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.beaucoastnc.com/ | https://www.beaucoastnc.com/our-team/ | https://www.beaucoastnc.com/contact-us/,Playwright,https://beaucoastnc.com,https://www.beaucoastnc.com/,
Beaufort Club,https://beaufort-club.com/,Beaufort,NC,Private Club,pickleball; tennis,Unclear,,,,,,jen@beaufort-club.com,info@beaufort-club.com,,,,,,,beaufort-club.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://beaufort-club.com/ | https://beaufort-club.com/PublicEventManagement/PublicEventCalendar | https://beaufort-club.com/Join,Playwright,https://beaufort-club.com,https://beaufort-club.com/,
Bermuda Run Country Club,https://www.invitedclubs.com/clubs/bermuda-run-country-club,Bermuda Run,NC,Country Club,pickleball; tennis,Unclear,,,,,,,,,,,,,,bermudaruncc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.invitedclubs.com/clubs/bermuda-run-country-club,Playwright,https://bermudaruncc.com,https://www.invitedclubs.com/clubs/bermuda-run-country-club,
Bermuda Village,https://bermudavillage.net/,Bermuda Run,NC,Country Club,pickleball; tennis,Unclear,,,,,,,,,,,,,,bermudavillage.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bermudavillage.net/ | https://bermudavillage.net/contact/ | https://bermudavillage.net/about-us/,Playwright,https://bermudavillage.net,https://bermudavillage.net/,
Best Local Businesses and Services You Can Trust,https://www.bestprosintown.com/,Greensboro,NC,Unknown,basketball,Unclear,,,,,,press@bestprosintown.com,support@bestprosintown.com,,,,,,,bestprosintown.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.bestprosintown.com/ | https://www.bestprosintown.com/contact.php | https://www.bestprosintown.com/about.php,Playwright,https://bestprosintown.com,https://www.bestprosintown.com/,
Biltmore Volleyball Academy,https://biltmorevolleyballacademy.org/,Asheville,NC,College / University,volleyball,Unclear,,,JEN,PETERSON,Club Director,jenpetersonvolleyball@gmail.com,,,,,,,,biltmorevolleyballacademy.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://biltmorevolleyballacademy.org/ | https://biltmorevolleyballacademy.org/about-us/ | https://biltmorevolleyballacademy.org/facilities/ | https://biltmorevolleyballacademy.org/contact-us/ | https://biltmorevolleyballacademy.org/teams/,Playwright,https://biltmorevolleyballacademy.org,https://biltmorevolleyballacademy.org/,
Blue Chip Basketball Academy,https://bluechipbasketballacademy.com/,,NC,YMCA / JCC,basketball,Unclear,,,,,,bluechipbasketballacademy@gmail.com,,,,,,,,bluechipbasketballacademy.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bluechipbasketballacademy.com/,Playwright,https://bluechipbasketballacademy.com,https://bluechipbasketballacademy.com/,
Book Rentals,https://creeksidesportsclub.ezfacility.com/Rentals,Black Mountain,NC,Private Club,pickleball; tennis,Unclear,,,,,,,,,,,,,,creeksidesportsclub.ezfacility.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Third-party email removed (not on facility domain).",https://creeksidesportsclub.ezfacility.com/Rentals | https://creeksidesportsclub.ezfacility.com/Membership,Playwright,https://creeksidesportsclub.ezfacility.com,https://creeksidesportsclub.ezfacility.com/Rentals,
Bounce House & Party Rentals,https://www.bigbouncenc.com/,Raleigh,NC,School,basketball,Unclear,,,,,,,info@bigbouncenc.com,,,,,,,bigbouncenc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.bigbouncenc.com/ | https://www.bigbouncenc.com/contact_us/ | https://www.bigbouncenc.com/category/bounce_houses/ | https://www.bigbouncenc.com/category/water_slides/ | https://www.bigbouncenc.com/category/obstacle_courses/ | https://www.bigbouncenc.com/category/staff/,Playwright,https://bigbouncenc.com,https://www.bigbouncenc.com/,
Boxcarr Handmade Cheese,https://www.boxcarrhandmadecheese.com/,Cedar Grove,NC,Unknown,squash,Unclear,,,Samantha,Genke,Co-Founder,,,samantha@boxcarrhandmadecheese.com,samantha.genke@boxcarrhandmadecheese.com,samanthagenke@boxcarrhandmadecheese.com,sgenke@boxcarrhandmadecheese.com,s.genke@boxcarrhandmadecheese.com,samanthag@boxcarrhandmadecheese.com,boxcarrhandmadecheese.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://www.boxcarrhandmadecheese.com/ | https://www.boxcarrhandmadecheese.com/about | https://www.boxcarrhandmadecheese.com/new-page-1,Playwright,https://boxcarrhandmadecheese.com,https://www.boxcarrhandmadecheese.com/,
Bradleys Sports Shelby NC,https://bradleysinc.com/,Shelby,NC,Unknown,tennis; volleyball,Unclear,,,,,,,,,,,,,,bradleysinc.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://bradleysinc.com/ | https://bradleysinc.com/about/about-us/ | https://bradleysinc.com/about/services/ | https://bradleysinc.com/contact-us/ | https://bradleysinc.com/about/,Playwright,https://bradleysinc.com,https://bradleysinc.com/,
Brunswick Blackhawks,https://www.brunswickblackhawksbb.com/,,NC,Unknown,basketball,Unclear,,,Jeremy,Hooker,President,jhooker.blackhawks@gmail.com,,,,,,,,brunswickblackhawksbb.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: phone. No court count stated by a reliable source; left blank.",https://www.brunswickblackhawksbb.com/ | https://www.brunswickblackhawksbb.com/staff_pages/104245/meet-the-board-staff,Playwright,https://brunswickblackhawksbb.com,https://www.brunswickblackhawksbb.com/,
Bull CIty Futsal,https://bullcityfutsal.com/,Durham,NC,School,futsal,Unclear,,,,,,,,,,,,,,bullcityfutsal.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bullcityfutsal.com/ | https://bullcityfutsal.com/girls-leadership-academy | https://bullcityfutsal.com/summer-2026-program | https://bullcityfutsal.com/about-us | https://bullcityfutsal.com/in-school-programs | https://bullcityfutsal.com/program-highlights,Playwright,https://bullcityfutsal.com,https://bullcityfutsal.com/,
Bunn High School,https://bhs.fcschools.net/,Bunn,NC,College / University,pickleball; tennis; basketball; volleyball,Unclear,,,,,,,,,,,,,,bhs.fcschools.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bhs.fcschools.net/ | https://bhs.fcschools.net/about-us | https://bhs.fcschools.net/about-us/administration | https://bhs.fcschools.net/about-us/bell-schedule | https://bhs.fcschools.net/about-us/front-office | https://bhs.fcschools.net/about-us/staff-directory | https://bhs.fcschools.net/academics/meet-the-counselers,Playwright,https://bhs.fcschools.net,https://bhs.fcschools.net/,
Business North Carolina,https://businessnc.com/,Charlotte,NC,Indoor Sports Complex,pickleball; tennis; volleyball; squash,Unclear,,,,,,circulation@businessnc.com,,,,,,,,businessnc.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://businessnc.com/,Playwright,https://businessnc.com,https://businessnc.com/,
Buzz City Sports Venue,https://buzzcitysportsclt.com/,Charlotte,NC,Unknown,basketball,Unclear,,,,,,ashleymichelle68@gmail.com,,,,,,,,buzzcitysportsclt.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://buzzcitysportsclt.com/,Playwright,https://buzzcitysportsclt.com,https://buzzcitysportsclt.com/,
C. LaRue Hoops,https://claruehoops.com/,,NC,College / University,basketball,Unclear,,,,,,anapbm@gmail.com,,,,,,,,claruehoops.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://claruehoops.com/ | https://claruehoops.com/hoops-programs | https://claruehoops.com/about | https://claruehoops.com/hoops-staff-1 | https://claruehoops.com/contact,Playwright,https://claruehoops.com,https://claruehoops.com/,
Cabarrus Country Club,https://cabarruscc.org/,Concord,NC,Country Club,pickleball; tennis,Unclear,5,"786-3104. F: 704-788-4241. facebook ... Cabarrus Country Club's tennis facilities include five pickleball courts, four hard surface courts and four lighted Har Tru courts. Novices and advanced players .",,,,,,,,,,,,cabarruscc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).",https://cabarruscc.org/ | https://cabarruscc.org/Contact | https://cabarruscc.org/About | https://cabarruscc.org/About/Family_Events | https://cabarruscc.org/About/History | https://cabarruscc.org/About/Directions | https://cabarruscc.org/About/Newsletters,Playwright,https://cabarruscc.org,https://cabarruscc.org/,
Cameron Moore Tennis,https://cameronmooretennis.com/,Cary,NC,Racquet / Tennis Club,tennis,Unclear,,,,,,,,,,,,,,cameronmooretennis.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://cameronmooretennis.com/,Playwright,https://cameronmooretennis.com,https://cameronmooretennis.com/,
"Cannon & Gruber, REALTORS",https://www.cannongruber.com/,Atlantic Beach,NC,Unknown,basketball,Unclear,,,,,,,,,,,,,,cannongruber.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.cannongruber.com/,Playwright,https://cannongruber.com,https://www.cannongruber.com/,
Cape Fear Pickleball Club,https://www.capefearpickleballclub.org/,,NC,Pickleball Club,pickleball,Unclear,,,Wayne,Bigg,Membership Director,,,wayne@capefearpickleballclub.org,wayne.bigg@capefearpickleballclub.org,waynebigg@capefearpickleballclub.org,wbigg@capefearpickleballclub.org,w.bigg@capefearpickleballclub.org,wayneb@capefearpickleballclub.org,capefearpickleballclub.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: mention. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://www.capefearpickleballclub.org/ | https://www.capefearpickleballclub.org/about | https://www.capefearpickleballclub.org/ball-machine-rental | https://www.capefearpickleballclub.org/membership-login | https://www.capefearpickleballclub.org/become-a-member,Playwright,https://capefearpickleballclub.org,https://www.capefearpickleballclub.org/,
Carolina Advantage Volleyball,https://www.advantagevb.com/,Morrisville,NC,College / University,volleyball,Unclear,,,,,,carolinaadvantagevb@gmail.com,,,,,,,,advantagevb.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.advantagevb.com/ | https://www.advantagevb.com/training-programs | https://www.advantagevb.com/our-teams | https://www.advantagevb.com/about-us | https://www.advantagevb.com/facilities | https://www.advantagevb.com/join-our-staff,Playwright,https://advantagevb.com,https://www.advantagevb.com/,
Carolina Basketball Camps & Clinics,https://www.carolinabasketballschool.com/,Chapel Hill,NC,College / University,basketball,Unclear,,,,,,,,,,,,,,carolinabasketballschool.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinabasketballschool.com/ | https://www.carolinabasketballschool.com/contact-us.cfm,Playwright,https://carolinabasketballschool.com,https://www.carolinabasketballschool.com/,
Carolina Beach Vacation Rentals,https://www.carolinabeachrealty.net/,Carolina Beach,NC,Unknown,pickleball,Unclear,,,,,,,,,,,,,,carolinabeachrealty.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinabeachrealty.net/ | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals/all-properties | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals/north-carolina-beach-condo-rentals | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals/north-carolina-beach-houses | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals/north-carolina-beach-townhomes | https://www.carolinabeachrealty.net/pleasure-island-beach-rentals/featured-north-carolina-vacation-rentals,Playwright,https://carolinabeachrealty.net,https://www.carolinabeachrealty.net/,
Carolina Christian Academy,https://cca-nc.com/,Thomasville,NC,School,basketball; volleyball,Unclear,,,,,,,contact@cca-nc.com,,,,,,,cca-nc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://cca-nc.com/ | https://cca-nc.com/about-us | https://cca-nc.com/about | https://cca-nc.com/contact-us,Playwright,https://cca-nc.com,https://cca-nc.com/,
Carolina Courts,https://www.carolinacourts.com/,Indian Trail,NC,Health Club,basketball; volleyball; futsal,Unclear,,,,,,,hello@carolinacourts.com,,,,,,,carolinacourts.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinacourts.com/ | https://www.carolinacourts.com/basketball-program/attack365-club-basketball/ | https://www.carolinacourts.com/basketball-program/cc-elite-basketball/ | https://www.carolinacourts.com/basketball-program/lady-attack-clt/ | https://www.carolinacourts.com/basketball-program/lady-attack-lkn/ | https://www.carolinacourts.com/basketball-program/lady-attack-basketball-elite/ | https://www.carolinacourts.com/volleyball-programs/,Playwright,https://carolinacourts.com,https://www.carolinacourts.com/,
Carolina Evolution V,https://www.evolutionvolleyballclub.com/,Hope Mills,NC,College / University,volleyball,Unclear,,,,,,evolutionvc910@gmail.com,,,,,,,,evolutionvolleyballclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.evolutionvolleyballclub.com/ | https://www.evolutionvolleyballclub.com/about-1 | https://www.evolutionvolleyballclub.com/copy-of-about-us-1 | https://www.evolutionvolleyballclub.com/copy-of-about-us,Playwright,https://evolutionvolleyballclub.com,https://www.evolutionvolleyballclub.com/,
Carolina Hoopfest,https://www.carolinahoopfest.com/,Charlotte,NC,School,basketball,Unclear,,,,,,,info@carolinahoopfest.com,,,,,,,carolinahoopfest.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinahoopfest.com/ | https://www.carolinahoopfest.com/about-us | https://www.carolinahoopfest.com/programs | https://www.carolinahoopfest.com/contact,Playwright,https://carolinahoopfest.com,https://www.carolinahoopfest.com/,
Carolina Mountains Pickleball,https://carolinamountainspickleball.com/,Franklin,NC,Pickleball Club,pickleball; tennis,Unclear,20,"in Franklin, NC and run by me, Lynne Jackson. Exciting News!!! Our county just approved a 20 court Pickleball facility, with lights to maximum time on the court! We are told the facility w",,,,lynne@carolinamountainspickleball.com,,,,,,,,carolinamountainspickleball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).",https://carolinamountainspickleball.com/,Playwright,https://carolinamountainspickleball.com,https://carolinamountainspickleball.com/,
Carolina Performance,https://www.carolinaperformancevolleyball.com/,Kinston,NC,Health Club,volleyball,Unclear,,,,,,,info@carolinaperformancevolleyball.com,,,,,,,carolinaperformancevolleyball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinaperformancevolleyball.com/ | https://www.carolinaperformancevolleyball.com/about-us | https://www.carolinaperformancevolleyball.com/copy-of-management-coaches | https://www.carolinaperformancevolleyball.com/location-contact-us | https://www.carolinaperformancevolleyball.com/coaching-application,Playwright,https://carolinaperformancevolleyball.com,https://www.carolinaperformancevolleyball.com/,
Carolina Union Volleyball Club,https://carolinauvc.com/,Charlotte,NC,College / University,volleyball,Unclear,,,,,,,info@carolinauvc.com,,,,,,,carolinauvc.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://carolinauvc.com/ | https://carolinauvc.com/club/about-us | https://carolinauvc.com/club/coaching-staff | https://carolinauvc.com/club/facility-information | https://carolinauvc.com/club/contact-us | https://carolinauvc.com/club/program-descriptions,Playwright,https://carolinauvc.com,https://carolinauvc.com/,
Carolina Vibe Volleyball Club,https://www.carolinavibesports.com/,New Bern,NC,School,volleyball,Unclear,,,,,,,info@carolinavibesports.com,,,,,,,carolinavibesports.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carolinavibesports.com/ | https://www.carolinavibesports.com/about | https://www.carolinavibesports.com/about-1 | https://www.carolinavibesports.com/contact | https://www.carolinavibesports.com/beach,Playwright,https://carolinavibesports.com,https://www.carolinavibesports.com/,
CarolinaBadmintonClub,https://carolinabadmintonclub.com/,Pineville,NC,School,tennis; badminton,Unclear,1,6.30 PM - 9 PM BOOK NOW OPEN PLAY RULES & POLICY Each session is 2.5 hrs.4 people play on 1 court. Singles games are ONLY allowed when the courts are free and there are no players waiting,,,,,frontdesk@carolinabadmintonclub.com,,,,,,,carolinabadmintonclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).",https://carolinabadmintonclub.com/ | https://carolinabadmintonclub.com/table-tennis-membership/ | https://carolinabadmintonclub.com/badminton-court-rental-in-charlotte-nc/ | https://carolinabadmintonclub.com/contact-us/ | https://carolinabadmintonclub.com/membership/,Playwright,https://carolinabadmintonclub.com,https://carolinabadmintonclub.com/,
Carteret-Craven Electric Co-op,https://www.ccemc.com/,Newport,NC,School,basketball,Unclear,,,,,,,,,,,,,,ccemc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.ccemc.com/ | https://www.ccemc.com/about-ccec/contact-us/ | https://www.ccemc.com/account/online-account-management/ | https://www.ccemc.com/member-services/vegetation-management/ | https://www.ccemc.com/energy-efficiency/energy-efficient-loan-program/ | https://www.ccemc.com/community/cooperative-leadership-camp/ | https://www.ccemc.com/about-ccec/,Playwright,https://ccemc.com,https://www.ccemc.com/,
Catawba Basketball Camps,https://catawbabasketballcamps.com/,Salisbury,NC,Health Club,basketball,Unclear,,,,,,rjperron14@catawba.edu,,,,,,,,catawba.edu,Needs Review,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://catawbabasketballcamps.com/ | https://catawbabasketballcamps.com/content/facilities,Playwright,https://catawbabasketballcamps.com,https://catawbabasketballcamps.com/,
Cedarwood Country Club,https://cedarwoodcc.com/,,NC,Country Club,tennis,Unclear,,,,,,,,,,,,,,cedarwoodcc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: zip. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://cedarwoodcc.com/ | https://cedarwoodcc.com/About_Us | https://cedarwoodcc.com/About_Us/Our_Story | https://cedarwoodcc.com/About_Us/Contact_Us_(1) | https://cedarwoodcc.com/Membership | https://cedarwoodcc.com/Membership/Membership_Level | https://cedarwoodcc.com/Golf/Golf_Programs,Playwright,https://cedarwoodcc.com,https://cedarwoodcc.com/,
CHAMP SPORTS OUTREACH,https://champsportsinfo.com/,Charlotte,NC,Unknown,basketball; volleyball,Unclear,,,,,,,,,,,,,,champsportsinfo.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://champsportsinfo.com/ | https://champsportsinfo.com/aboutchamp | https://champsportsinfo.com/calvary | https://champsportsinfo.com/location | https://champsportsinfo.com/staff | https://champsportsinfo.com/contact,Playwright,https://champsportsinfo.com,https://champsportsinfo.com/,
Champion Volleyball Club,https://championvolleyballws.com/,Winston Salem,NC,Private Club,volleyball,Unclear,,,,,,championvb1@gmail.com,,,,,,,,championvolleyballws.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://championvolleyballws.com/ | https://championvolleyballws.com/club/whoweare | https://championvolleyballws.com/club/leadershipcoaches | https://championvolleyballws.com/club/contact,Playwright,https://championvolleyballws.com,https://championvolleyballws.com/,
Chapel Hill Area Volleyball Club,https://chavc.com/,Chapel Hill,NC,College / University,volleyball,Unclear,,,,,,,info@chavc.com,,,,,,,chavc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://chavc.com/ | https://chavc.com/about-us/contact-us/ | https://chavc.com/about-us/ | https://chavc.com/about-us/our-board/ | https://chavc.com/about-us/coaches/ | https://chavc.com/about-us/facilities/ | https://chavc.com/about-us/employment/,Playwright,https://chavc.com,https://chavc.com/,
