Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
The Grove Soccer Park,https://thegrovesj.com/,San Jose,CA,Unknown,basketball; volleyball; futsal,Indoor and outdoor,,,Noe,Guzman,President,noe@healinggrove.org,,,,,,,,healinggrove.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://thegrovesj.com/ | https://thegrovesj.com/our-coaches/,Playwright,https://thegrovesj.com,https://thegrovesj.com/,
The Havens Country Club,https://www.thehavenscc.com/,Vista,CA,Country Club,pickleball; tennis; basketball,Indoor and outdoor,,,Jason,Proctor,General Manager,jproctor@thehavenscc.com,,,,,,,,thehavenscc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thehavenscc.com/ | https://www.thehavenscc.com/membership | https://www.thehavenscc.com/the-club/management | https://www.thehavenscc.com/the-club/contact-us | https://www.thehavenscc.com/default.aspx,Playwright,https://thehavenscc.com,https://www.thehavenscc.com/,
The HUB Pickleball,https://thehubpickleball.com/,Alameda,CA,Pickleball Club,pickleball,Indoor and outdoor,,,,,,,info@thehubpickleball.com,,,,,,,thehubpickleball.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://thehubpickleball.com/ | https://thehubpickleball.com/corporate-contact/ | https://thehubpickleball.com/membership-policies/,Playwright,https://thehubpickleball.com,https://thehubpickleball.com/,
The Master,https://gomustangs.com/,Santa Clarita,CA,College / University,basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,gomustangs.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gomustangs.com/ | https://gomustangs.com/facilities | https://gomustangs.com/staff-directory | https://gomustangs.com/sports/2019/5/21/the-masters-university-athletic-training.aspx | https://gomustangs.com/sports/2022/6/17/facilities-eaps.aspx,Playwright,https://gomustangs.com,https://gomustangs.com/,
The Official Website of the Los Angeles Sparks,https://sparks.wnba.com,,CA,Unknown,basketball,Indoor and outdoor,,,,,,,,,,,,,,sparks.wnba.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Retrieved by Scrapling Fetcher after Playwright failed.,https://sparks.wnba.com | https://sparks.wnba.com/sparks-practice-facility,Scrapling Fetcher,https://sparks.wnba.com,https://sparks.wnba.com/,Playwright failed: page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.sparks.wnba.com/
The Pickleball Era,https://www.thepickleballera.com/,San Diego,CA,Pickleball Club,pickleball; tennis; badminton,Indoor and outdoor,4,e tennis court. Center it on the tennis net. A standard tennis court (60 x 120 feet) fits 4 pickleball courts comfortably 2 on each side of the net. Step 3: Mark the Kitchen line. Measure exactly 7 f,,,,,,,,,,,,thepickleballera.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.thepickleballera.com/ | https://www.thepickleballera.com/pickleball-court-dimensions/ | https://www.thepickleballera.com/pickleball-court-near-me/ | https://www.thepickleballera.com/pickleball-courts-by-state/ | https://www.thepickleballera.com/pickleball-courts-in-florida/ | https://www.thepickleballera.com/pickleball-courts-in-california/ | https://www.thepickleballera.com/pickleball-courts-in-texas/,Playwright,https://thepickleballera.com,https://www.thepickleballera.com/,
The Picklr,https://thepicklr.com,,CA,Pickleball Club,pickleball,Indoor and outdoor,10,kill levels. Join today or host your special event at The Picklr. See This Club Amenities 10 Courts (2 Championship Courts) Outdoor Surfacing Ball Machine Pro Shop Private Event Area League,,,,,,,,,,,,thepicklr.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program). Retrieved by Scrapling Fetcher after Playwright failed.,https://thepicklr.com | https://thepicklr.com/30-for-15-locations | https://thepicklr.com/locations | https://thepicklr.com/courtside-bash | https://thepicklr.com/membership-and-pricing | https://thepicklr.com/about | https://thepicklr.com/leagues-and-socials,Scrapling Fetcher,https://thepicklr.com,https://thepicklr.com/,Playwright failed: page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.thepicklr.com/
"The Plex - See 2026 Schedules, Reviews & More",https://www.activityhero.com/,Berkeley,CA,School,pickleball; tennis; basketball; volleyball; badminton; squash; racquetball,Indoor and outdoor,3,"full service recreational complex with an indoor pool, locker rooms, racquetball courts, 3 court gym, aerobics/group exe The College of New Jersey Ewing Township - Ewing Township, NJ Pre",,,,,,,,,,,,activityhero.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.activityhero.com/ | https://www.activityhero.com/activity-providers/pre-college-programs | https://www.activityhero.com/activities/after-school-programs | https://www.activityhero.com/pages/loyalty | https://www.activityhero.com/pages/about,Playwright,https://activityhero.com,https://www.activityhero.com/,
The San Francisco Peninsula,https://www.thesanfranciscopeninsula.com/,Burlingame,CA,Private Club,pickleball,Indoor and outdoor,,,,,,,,,,,,,,thesanfranciscopeninsula.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thesanfranciscopeninsula.com/ | https://www.thesanfranciscopeninsula.com/places-to-go/about-the-region/ | https://www.thesanfranciscopeninsula.com/about-us/ | https://www.thesanfranciscopeninsula.com/tour-and-travel/contact-us/,Playwright,https://thesanfranciscopeninsula.com,https://www.thesanfranciscopeninsula.com/,
The Summitt Gallery and Sports Lounge,https://www.thesummittsportsbook.com/,Arcata,CA,Unknown,basketball,Indoor and outdoor,,,,,,thesummittsportsbook@gmail.com,,,,,,,,thesummittsportsbook.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thesummittsportsbook.com/ | https://www.thesummittsportsbook.com/celebratetenacity | https://www.thesummittsportsbook.com/membership | https://www.thesummittsportsbook.com/contact | https://www.thesummittsportsbook.com/events-2-1 | https://www.thesummittsportsbook.com/contact-us,Playwright,https://thesummittsportsbook.com,https://www.thesummittsportsbook.com/,
The Tennis & Pickleball Club at Newport Beach,https://newportbeachttc.com/,Newport Beach,CA,Pickleball Club,pickleball; tennis; padel,Indoor and outdoor,31,"ther in one unforgettable love story."" — Sean Bollettieri REQUEST A TOUR EXPLORE THE CLUB 31 PICKLEBALL COURTS 12 TENNIS COURTS 100+ EVENTS PER YEAR PLATINUM 5-STAR CLUB Orange County's Premier Racque",,,,you@ttcnewportbeach.com,frontdesk@ttcnewportbeach.com,,,,,,,ttcnewportbeach.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://newportbeachttc.com/ | https://newportbeachttc.com/about | https://newportbeachttc.com/membership | https://newportbeachttc.com/courts | https://newportbeachttc.com/concierge | https://newportbeachttc.com/ttc-living/ | https://newportbeachttc.com/staff/login,Playwright,https://newportbeachttc.com,https://newportbeachttc.com/,
"The Ultimate Guide to Indoor Sports in Danville, California",https://www.danvilleladyoaksrugby.com/,Danville,CA,Unknown,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,danvilleladyoaksrugby.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.danvilleladyoaksrugby.com/ | https://www.danvilleladyoaksrugby.com/exploring-the-youth-sports-programs-in-danville-california | https://www.danvilleladyoaksrugby.com/eloise-marchiano,Playwright,https://danvilleladyoaksrugby.com,https://www.danvilleladyoaksrugby.com/,
The WELL,https://thewellatsacstate.com/,,CA,Unknown,basketball; volleyball,Indoor and outdoor,,,,,,,reservations@thewellatsacstate.com,,,,,,,thewellatsacstate.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://thewellatsacstate.com/ | https://thewellatsacstate.com/fitness/Special-Events-Programs | https://thewellatsacstate.com/intramurals/about-intramurals | https://thewellatsacstate.com/book-the-well/facility-reservations | https://thewellatsacstate.com/membership/students | https://thewellatsacstate.com/membership/faculty-staff,Playwright,https://thewellatsacstate.com,https://thewellatsacstate.com/,
Thehbcvbc,https://www.thehbcvbc.com/,Huntington Beach,CA,College / University,tennis; volleyball,Indoor and outdoor,,,,,,kimlucerohb@gmail.com,,,,,,,,thehbcvbc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thehbcvbc.com/ | https://www.thehbcvbc.com/about | https://www.thehbcvbc.com/blog/jordan-packer-a-stellar-student-athlete-shining-bright-at-marina-hs,Playwright,https://thehbcvbc.com,https://www.thehbcvbc.com/,
Time Out Worldwide,https://www.timeout.com/,,CA,School,pickleball,Indoor and outdoor,,,Rob,Biagioni,CEO,,,rob@timeout.com,rob.biagioni@timeout.com,robbiagioni@timeout.com,rbiagioni@timeout.com,r.biagioni@timeout.com,robb@timeout.com,timeout.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: mention. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.timeout.com/ | https://www.timeout.com/about/time-out-destinations | https://www.timeout.com/about | https://www.timeout.com/about/latest-news | https://www.timeout.com/about/investors | https://www.timeout.com/about/awards | https://careers.timeout.com/,Playwright,https://timeout.com,https://www.timeout.com/,
TOCA Soccer,https://enrichment.kids/,Petaluma,CA,School,pickleball; basketball; volleyball; squash; racquetball,Indoor and outdoor,,,,,,,,,,,,,,enrichment.kids,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://enrichment.kids/,Playwright,https://enrichment.kids,https://enrichment.kids/,
Travel Sports,https://travelsports.com/,Ripon,CA,Fieldhouse,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,info@travelsports.com,,,,,,,travelsports.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://travelsports.com/ | https://travelsports.com/forum | https://travelsports.com/facilities/baruch-college-arc-arena | https://travelsports.com/facilities/lakewood-park-tennis-center | https://travelsports.com/facilities/jack-axes | https://travelsports.com/facilities/casting-iron | https://travelsports.com/facilities/texas-lonestar-sports-complex-the-rac,Playwright,https://travelsports.com,https://travelsports.com/,
TRIFIT LA,https://trifitla.com/,Santa Monica,CA,Health Club,tennis; basketball; squash,Indoor and outdoor,,,Gina,Baski,Founder,,contact@trifitla.com,gina@trifitla.com,gina.baski@trifitla.com,ginabaski@trifitla.com,gbaski@trifitla.com,g.baski@trifitla.com,ginab@trifitla.com,trifitla.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://trifitla.com/ | https://trifitla.com/contact/ | https://trifitla.com/gym-and-facility-updates/ | https://trifitla.com/membership/ | https://trifitla.com/about/,Playwright,https://trifitla.com,https://trifitla.com/,
Troy Club,https://troyclub.com/,Yorba Linda,CA,Private Club,basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,troyclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://troyclub.com/,Playwright,https://troyclub.com,https://troyclub.com/,
"Truckee-Donner Rec & Park, CA",https://www.tdrpd.org/,Truckee,CA,Unknown,pickleball; tennis; basketball; volleyball,Indoor and outdoor,2,"asium, fitness center, climbing wall, dance room, meeting rooms, kitchen, and more. Enjoy two tennis courts and six pickleball courts at Truckee River Regional Park These courts are available on a",,,,,info@tdrpd.org,,,,,,,tdrpd.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.tdrpd.org/ | https://www.tdrpd.org/27/About-Us | https://www.tdrpd.org/101/Facilities | https://www.tdrpd.org/31/Programs | https://www.tdrpd.org/205/Rentals | https://www.tdrpd.org/directory.aspx,Playwright,https://tdrpd.org,https://www.tdrpd.org/,
"TURLOCK REGIONAL SPORTS COMPLEX - Reviews, Photos ...",https://turlock-regional-sports-complex.wheree.com,Turlock,CA,Indoor Sports Complex,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,turlock-regional-sports-complex.wheree.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Retrieved by Scrapling Fetcher after Playwright failed.,https://turlock-regional-sports-complex.wheree.com,Scrapling Fetcher,https://turlock-regional-sports-complex.wheree.com,https://turlock-regional-sports-complex.wheree.com/,Playwright failed: page.goto: net::ERR_SSL_VERSION_OR_CIPHER_MISMATCH at https://www.turlock-regional-sports-complex.wheree.com/
Tustin Hills Racquet Club,https://tustinhillsracquetandpickleballclub.com/,Tustin,CA,Racquet / Tennis Club,pickleball; tennis; volleyball,Indoor and outdoor,,,Tim,Pawsat,Director of Tennis,,,tim@tustinhillsracquetandpickleballclub.com,tim.pawsat@tustinhillsracquetandpickleballclub.com,timpawsat@tustinhillsracquetandpickleballclub.com,tpawsat@tustinhillsracquetandpickleballclub.com,t.pawsat@tustinhillsracquetandpickleballclub.com,timp@tustinhillsracquetandpickleballclub.com,tustinhillsracquetandpickleballclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://tustinhillsracquetandpickleballclub.com/ | https://tustinhillsracquetandpickleballclub.com/our-team | https://tustinhillsracquetandpickleballclub.com/membership-benefits | https://tustinhillsracquetandpickleballclub.com/contact,Playwright,https://tustinhillsracquetandpickleballclub.com,https://tustinhillsracquetandpickleballclub.com/,
Twin Arbors Private Sports Club,https://www.twinarborslodi.com/,Lodi,CA,Pickleball Club,pickleball; basketball; racquetball,Indoor and outdoor,,,,,,twinarborsinfo@gmail.com,,,,,,,,twinarborslodi.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.twinarborslodi.com/ | https://www.twinarborslodi.com/sports-programs | https://www.twinarborslodi.com/fitness-programs | https://www.twinarborslodi.com/membership-options,Playwright,https://twinarborslodi.com,https://www.twinarborslodi.com/,
UC Davis Athletics,https://ucdavisaggies.com/,Davis,CA,Private Club,tennis; basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,ucdavisaggies.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://ucdavisaggies.com/ | https://ucdavisaggies.com/sports/2018/5/29/hallfame-ucda-hallfame-html.aspx | https://ucdavisaggies.com/sports/2022/3/24/uc-davis-athletics-mission-statement.aspx | https://ucdavisaggies.com/news/2023/8/15/uc-davis-athletics-unveils-ignite-the-pursuit-of-excellence.aspx | https://ucdavisaggies.com/sports/2018/6/15/athletics-communications.aspx | https://ucdavisaggies.com/facilities | https://ucdavisaggies.com/staff-directory,Playwright,https://ucdavisaggies.com,https://ucdavisaggies.com/,
UCI Campus Recreation,https://campusrec.uci.edu/,Irvine,CA,College / University,pickleball; racquetball,Indoor and outdoor,,,Doug,Tully,Program Director,dtully@uci.edu,,,,,,,,uci.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://campusrec.uci.edu/ | https://campusrec.uci.edu/about/contact.html | https://campusrec.uci.edu/about/ | https://campusrec.uci.edu/about/staff.html | https://campusrec.uci.edu/about/proposition-209-compliance.html | https://campusrec.uci.edu/arc/index.html,Playwright,https://campusrec.uci.edu,https://campusrec.uci.edu/,
UCSD Recreation,https://recreation.ucsd.edu/,La Jolla,CA,College / University,pickleball; tennis; basketball; volleyball; badminton; squash; racquetball,Indoor and outdoor,,,,,,,,,,,,,,recreation.ucsd.edu,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://recreation.ucsd.edu/ | https://recreation.ucsd.edu/memberships/ | https://recreation.ucsd.edu/facilities/ | https://recreation.ucsd.edu/facilities/facility-reservations-information/ | https://recreation.ucsd.edu/programs-and-classes/youth-camps/ | https://recreation.ucsd.edu/adventures/outdoor-gear-rentals/ | https://recreation.ucsd.edu/about-us/staff-directory/,Playwright,https://recreation.ucsd.edu,https://recreation.ucsd.edu/,
Ukiah Pickleball,https://www.ukiahpickleball.org/,Ukiah,CA,Pickleball Club,pickleball; tennis,Indoor and outdoor,2,"orabaugh Center NOT CURRENTLY OFFERED Tuesday Evenings, 6 to 8 pm March 18 - May 20, 2025 Two indoor courts $5 drop-in fee (or $40 one-time fee) The direct gymnasium entrance is used, so walk past",Erica,Etelson,President,,info@ukiahpickleball.org,erica@ukiahpickleball.org,erica.etelson@ukiahpickleball.org,ericaetelson@ukiahpickleball.org,eetelson@ukiahpickleball.org,e.etelson@ukiahpickleball.org,ericae@ukiahpickleball.org,ukiahpickleball.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.ukiahpickleball.org/ | https://www.ukiahpickleball.org/about-4 | https://www.ukiahpickleball.org/contact-3,Playwright,https://ukiahpickleball.org,https://www.ukiahpickleball.org/,
University Club Palo Alto,https://www.ucpaloalto.com/,Palo Alto,CA,College / University,pickleball; tennis; badminton,Indoor and outdoor,,,,,,,membership@ucpaloalto.com,,,,,,,ucpaloalto.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.ucpaloalto.com/ | https://www.ucpaloalto.com/membership | https://www.ucpaloalto.com/about-us | https://www.ucpaloalto.com/default.aspx | https://www.ucpaloalto.com/court-sports/tennis | https://www.ucpaloalto.com/court-sports/pickleball,Playwright,https://ucpaloalto.com,https://www.ucpaloalto.com/,
US ...,https://www.pickleballcourts.io/,,CA,Pickleball Club,pickleball; tennis; padel,Indoor and outdoor,5,new addition to Rockaway! The place is beautiful and the staff is super friendly. There’s 5 pickleball courts and 2 golf simulators. Also a bar and food! Something for the whole family. We will defin,,,,,,,,,,,,pickleballcourts.io,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: mention. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.pickleballcourts.io/ | https://www.pickleballcourts.io/search | https://www.pickleballcourts.io/categories/pickleball-courts-facilities | https://www.pickleballcourts.io/business/courtside-pickleball-club | https://www.pickleballcourts.io/business/rockaway-beach-pickleball | https://www.pickleballcourts.io/business/fair-expo-pickleball,Playwright,https://pickleballcourts.io,https://www.pickleballcourts.io/,
US Futsal Southwest,https://usfutsalsouthwest.com/,Rohnert Park,CA,School,basketball; futsal,Indoor and outdoor,,,ALEX,PARA,CEO,,,alex@usfutsalsouthwest.com,alex.para@usfutsalsouthwest.com,alexpara@usfutsalsouthwest.com,apara@usfutsalsouthwest.com,a.para@usfutsalsouthwest.com,alexp@usfutsalsouthwest.com,usfutsalsouthwest.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://usfutsalsouthwest.com/ | https://usfutsalsouthwest.com/about-us/ | https://usfutsalsouthwest.com/about-us/leadership-committee/ | https://usfutsalsouthwest.com/rent-a-court/ | https://usfutsalsouthwest.com/after-school-programs/ | https://usfutsalsouthwest.com/renovate-your-court/,Playwright,https://usfutsalsouthwest.com,https://usfutsalsouthwest.com/,
USA Pickleball,https://usapickleball.org/,San Diego,CA,Pickleball Club,pickleball; tennis; basketball,Indoor and outdoor,,,Enhances,Alignment,Owner,,,enhances@usapickleball.org,enhances.alignment@usapickleball.org,enhancesalignment@usapickleball.org,ealignment@usapickleball.org,e.alignment@usapickleball.org,enhancesa@usapickleball.org,usapickleball.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://usapickleball.org/ | https://usapickleball.org/membership/ | https://usapickleball.org/membership/signup/ | https://usapickleball.org/grants/ | https://usapickleball.org/educators/ | https://usapickleball.org/construction/,Playwright,https://usapickleball.org,https://usapickleball.org/,
USA Racquetball Homepage,https://www.usaracquetball.com/,Novato,CA,Racquet / Tennis Club,tennis; squash; racquetball; handball,Indoor and outdoor,1,"ll in their facility. Requirements to participate in the program include: having at least one court, a willingness to help grow racquetball, and utilize at least one service USA Racquetball",,,,,,,,,,,,usaracquetball.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.usaracquetball.com/ | https://www.usaracquetball.com/membership | https://www.usaracquetball.com/facility-partnership | https://www.usaracquetball.com/play/court-specification | https://www.usaracquetball.com/contact-us | https://www.usaracquetball.com/about/history | https://www.usaracquetball.com/about,Playwright,https://usaracquetball.com,https://www.usaracquetball.com/,
USA Volleyball,https://usavolleyball.org/,Torrance,CA,Private Club,volleyball,Indoor and outdoor,,,Scott,Wilhelm,CEO,,office@azregionvolleyball.org,scott@azregionvolleyball.org,scott.wilhelm@azregionvolleyball.org,scottwilhelm@azregionvolleyball.org,swilhelm@azregionvolleyball.org,s.wilhelm@azregionvolleyball.org,scottw@azregionvolleyball.org,azregionvolleyball.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://usavolleyball.org/ | https://usavolleyball.org/contact/ | https://usavolleyball.org/play/national-team-development-program/ | https://usavolleyball.org/membership/ | https://usavolleyball.org/play/about-sitting-volleyball/ | https://usavolleyball.org/play/national-team-development-program/beach-ntdp/ | https://usavolleyball.org/play/national-team-development-program/indoor-ntdp/,Playwright,https://usavolleyball.org,https://usavolleyball.org/,
VB Vibe,https://vbvibe.com/,Huntington Beach,CA,School,basketball; volleyball,Indoor and outdoor,,,,,,,,,,,,,,vbvibe.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://vbvibe.com/ | https://vbvibe.com/aboutus.html | https://vbvibe.com/contactus.html,Playwright,https://vbvibe.com,https://vbvibe.com/,
Vision Soccer Training,https://www.visionsoccertraining.com/,Sacramento,CA,School,tennis; futsal,Indoor and outdoor,,,,,,,contact@visionsoccertraining.com,,,,,,,visionsoccertraining.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.visionsoccertraining.com/ | https://www.visionsoccertraining.com/about.html | https://www.visionsoccertraining.com/aboutthestaff.html | https://www.visionsoccertraining.com/contact.htm | https://www.visionsoccertraining.com/soccer-training-camps-clinics.htm | https://www.visionsoccertraining.com/shooting-finishing-program.htm | https://www.visionsoccertraining.com/School_Programs.htm,Playwright,https://visionsoccertraining.com,https://www.visionsoccertraining.com/,
Visit Santa Monica,https://www.santamonica.com/,Santa Monica,CA,Unknown,pickleball; tennis; basketball; volleyball,Indoor and outdoor,4,nd; 1 adult baseball field; 3 softball infields; 1 soccer field; 1 children’s playground; 4 tennis courts with lights; 1 off-leash dog run (license required); The Cove skatepark; 63 off-street pa,,,,,,,,,,,,santamonica.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.santamonica.com/,Playwright,https://santamonica.com,https://www.santamonica.com/,
Visitor Center for Palm Desert & Palm Springs,https://palmdesert.com/,Palm Desert,CA,Country Club,pickleball; tennis,Indoor and outdoor,,,,,,,support@palmdesert.com,,,,,,,palmdesert.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://palmdesert.com/ | https://palmdesert.com/vacation-rentals-2/ | https://palmdesert.com/the-spa-at-sec-he/ | https://palmdesert.com/palm-desert-history/ | https://palmdesert.com/service-directory/ | https://palmdesert.com/best-vacation-rentals-palm-desert-2026-top-picks/ | https://palmdesert.com/college-of-the-desert-programs-admissions-student-life/,Playwright,https://palmdesert.com,https://palmdesert.com/,
Volitude Sports,https://volitudesports.com/,Long Beach,CA,Unknown,basketball; volleyball; futsal,Indoor and outdoor,,,,,,,info@volitudesports.com,,,,,,,volitudesports.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://volitudesports.com/ | https://volitudesports.com/contact-us/ | https://volitudesports.com/about-us/ | http://www.volitudesports.com/about-us,Playwright,https://volitudesports.com,https://volitudesports.com/,
Volo Sports,https://www.volosports.com/,,CA,Unknown,pickleball; tennis; basketball; volleyball; futsal,Indoor and outdoor,,,,,,,info@volosports.com,,,,,,,volosports.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. CA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.volosports.com/ | https://www.volosports.com/about-us | https://www.volosports.com/contact-us,Playwright,https://volosports.com,https://www.volosports.com/,
